"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1985-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19076","","","","0"
"1985-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11289","","","","0"
"1986-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8715","","","","0"
"1986-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11515","","","","0"
"1986-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","17814","","","","0"
"1986-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11055","","","","0"
"1987-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9104","","","","0"
"1987-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9734","","","","0"
"1987-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","16179","","","","0"
"1987-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9295","","","","0"
"1988-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7499","","","","0"
"1988-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8005","","","","0"
"1988-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14322","","","","0"
"1988-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8894","","","","0"
"1989-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7444","","","","0"
"1989-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9735","","","","0"
"1989-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14680","","","","0"
"1989-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8849","","","","0"
"1990-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7391","","","","0"
"1990-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8840","","","","0"
"1990-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14407","","","","0"
"1990-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8974","","","","0"
"1991-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9217","","","","0"
"1991-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11094","","","","0"
"1991-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","17713","","","","0"
"1991-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10006","","","","0"
"1992-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8385","","","","0"
"1992-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9529","","","","0"
"1992-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","16921","","","","0"
"1992-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9732","","","","0"
"1993-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8106","","","","0"
"1993-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9234","","","","0"
"1993-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","17550","","","","0"
"1993-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11828","","","","0"
"1994-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8338","","","","0"
"1994-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11740","","","","0"
"1994-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","21204","","","","0"
"1994-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11999","","","","0"
"1995-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7991","","","","0"
"1995-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10875","","","","0"
"1995-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20191","","","","0"
"1995-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11028","","","","0"
"1996-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7126","","","","0"
"1996-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10051","","","","0"
"1996-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","18995","","","","0"
"1996-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11666","","","","0"
"1997-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9234","","","","0"
"1997-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12920","","","","0"
"1997-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20201","","","","0"
"1997-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11908","","","","0"
"1998-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","8569","","","","0"
"1998-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11138","","","","0"
"1998-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19813","","","","0"
"1998-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10319","","","","0"
"1999-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7364","","","","0"
"1999-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10512","","","","0"
"1999-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","18812","","","","0"
"1999-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10821","","","","0"
"2000-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7843","","","","0"
"2000-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10613","","","","0"
"2000-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19583","","","","0"
"2000-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10802","","","","0"
"2001-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7652","","","","0"
"2001-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9729","","","","0"
"2001-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","23167","","","","0"
"2001-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13040","","","","0"
"2002-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","6277","","","","0"
"2002-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","7665","","","","0"
"2002-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20472","","","","0"
"2002-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12307","","","","0"
"2003-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10160","","","","0"
"2003-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10951","","","","0"
"2003-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19425","","","","0"
"2003-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13148","","","","0"
"2004-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11824","","","","0"
"2004-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13787","","","","0"
"2004-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19631","","","","0"
"2004-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13184","","","","0"
"2005-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11479","","","","0"
"2005-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13339","","","","0"
"2005-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20348","","","","0"
"2005-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13395","","","","0"
"2006-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13094","","","","0"
"2006-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14575","","","","0"
"2006-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","21980","","","","0"
"2006-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15058","","","","0"
"2007-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13692","","","","0"
"2007-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15782","","","","0"
"2007-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","22281","","","","0"
"2007-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14656","","","","0"
"2008-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13699","","","","0"
"2008-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15522","","","","0"
"2008-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","22314","","","","0"
"2008-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14699","","","","0"
"2009-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12243","","","","0"
"2009-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12275","","","","0"
"2009-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","18552","","","","0"
"2009-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13357","","","","0"
"2010-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12301","","","","0"
"2010-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13836","","","","0"
"2010-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19826","","","","0"
"2010-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13725","","","","0"
"2011-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13747","","","","0"
"2011-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14168","","","","0"
"2011-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","22222","","","","0"
"2011-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14988","","","","0"
"2012-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14120","","","","0"
"2012-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14063","","","","0"
"2012-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20315","","","","0"
"2012-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13375","","","","0"
"2013-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14286","","","","0"
"2013-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14153","","","","0"
"2013-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","19902","","","","0"
"2013-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14368","","","","0"
"2014-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14680","","","","0"
"2014-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14772","","","","0"
"2014-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","21768","","","","0"
"2014-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14002","","","","0"
"2015-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","14989","","","","0"
"2015-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15078","","","","0"
"2015-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","23493","","","","0"
"2015-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15385","","","","0"
"2016-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15111","","","","0"
"2016-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13904","","","","0"
"2016-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","20517","","","","0"
"2016-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13000","","","","0"
"2017-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","13230","","","","0"
"2017-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11883","","","","0"
"2017-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","16460","","","","0"
"2017-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10641","","","","0"
"2018-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","12137","","","","0"
"2018-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11342","","","","0"
"2018-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15707","","","","0"
"2018-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10702","","","","0"
"2019-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10910","","","","0"
"2019-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10018","","","","0"
"2019-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","15929","","","","0"
"2019-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","10853","","","","0"
"2020-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9985","","","","0"
"2020-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","132","","","","0"
"2020-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","3711","","","","0"
"2020-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","5361","","","","0"
"2021-01","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","9214","","","","0"
"2021-04","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","11391","","","","0"
"2021-07","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","18429","","","","0"
"2021-10","Canada","2016A000011124","Emigrants","Persons","249","units","0","v29850343","1.2","16901","","","","0"
"1971-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11887","","","","0"
"1971-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10014","","","","0"
"1972-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8591","","","","0"
"1972-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8965","","","","0"
"1972-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11178","","","","0"
"1972-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8329","","","","0"
"1973-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7769","","","","0"
"1973-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8841","","","","0"
"1973-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","11527","","","","0"
"1973-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9632","","","","0"
"1974-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7181","","","","0"
"1974-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8407","","","","0"
"1974-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10499","","","","0"
"1974-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9942","","","","0"
"1975-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8563","","","","0"
"1975-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8515","","","","0"
"1975-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10375","","","","0"
"1975-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8983","","","","0"
"1976-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7740","","","","0"
"1976-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9301","","","","0"
"1976-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10753","","","","0"
"1976-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8277","","","","0"
"1977-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6193","","","","0"
"1977-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7527","","","","0"
"1977-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10498","","","","0"
"1977-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8085","","","","0"
"1978-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6044","","","","0"
"1978-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7257","","","","0"
"1978-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10442","","","","0"
"1978-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8039","","","","0"
"1979-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6014","","","","0"
"1979-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","7006","","","","0"
"1979-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10501","","","","0"
"1979-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6736","","","","0"
"1980-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5490","","","","0"
"1980-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6631","","","","0"
"1980-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8907","","","","0"
"1980-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6574","","","","0"
"1981-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5413","","","","0"
"1981-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6150","","","","0"
"1981-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8240","","","","0"
"1981-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5645","","","","0"
"1982-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5121","","","","0"
"1982-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6670","","","","0"
"1982-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","10011","","","","0"
"1982-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6544","","","","0"
"1983-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5068","","","","0"
"1983-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6482","","","","0"
"1983-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9581","","","","0"
"1983-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5637","","","","0"
"1984-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4661","","","","0"
"1984-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6141","","","","0"
"1984-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9346","","","","0"
"1984-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6029","","","","0"
"1985-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5314","","","","0"
"1985-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6379","","","","0"
"1985-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9915","","","","0"
"1985-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5703","","","","0"
"1986-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4290","","","","0"
"1986-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5893","","","","0"
"1986-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5566","","","","0"
"1986-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3118","","","","0"
"1987-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3271","","","","0"
"1987-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4746","","","","0"
"1987-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4765","","","","0"
"1987-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2665","","","","0"
"1988-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2803","","","","0"
"1988-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4060","","","","0"
"1988-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4696","","","","0"
"1988-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2627","","","","0"
"1989-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2761","","","","0"
"1989-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4003","","","","0"
"1989-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4640","","","","0"
"1989-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2598","","","","0"
"1990-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2728","","","","0"
"1990-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3960","","","","0"
"1990-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5073","","","","0"
"1990-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2840","","","","0"
"1991-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2978","","","","0"
"1991-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4317","","","","0"
"1991-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5302","","","","0"
"1991-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2968","","","","0"
"1992-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3114","","","","0"
"1992-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4515","","","","0"
"1992-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5092","","","","0"
"1992-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2852","","","","0"
"1993-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2991","","","","0"
"1993-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4344","","","","0"
"1993-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5042","","","","0"
"1993-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3313","","","","0"
"1994-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3092","","","","0"
"1994-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4911","","","","0"
"1994-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6620","","","","0"
"1994-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3151","","","","0"
"1995-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3696","","","","0"
"1995-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4921","","","","0"
"1995-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6814","","","","0"
"1995-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3221","","","","0"
"1996-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3041","","","","0"
"1996-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5959","","","","0"
"1996-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","8313","","","","0"
"1996-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2935","","","","0"
"1997-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2895","","","","0"
"1997-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","4813","","","","0"
"1997-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6591","","","","0"
"1997-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3224","","","","0"
"1998-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3148","","","","0"
"1998-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5708","","","","0"
"1998-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6298","","","","0"
"1998-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2511","","","","0"
"1999-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3100","","","","0"
"1999-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5582","","","","0"
"1999-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6735","","","","0"
"1999-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","3124","","","","0"
"2000-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2747","","","","0"
"2000-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5074","","","","0"
"2000-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","6940","","","","0"
"2000-10","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2789","","","","0"
"2001-01","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","2794","","","","0"
"2001-04","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","5387","","","","0"
"2001-07","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29850344","1.3","9319","","","","0"
