"date","region","cases","cumulative_cases"
2020-07-17,"Far North East",0,6
2020-07-17,"Far North West",0,331
2020-07-17,"North Central",0,53
2020-07-17,"North East",0,6
2020-07-17,"North West",0,56
2020-07-17,"Not Assigned",1,23
2020-07-17,"Regina",0,82
2020-07-17,"Saskatoon",1,179
2020-07-17,"South Central",2,50
2020-07-17,"South East",0,5
2020-07-17,"South West",1,55
2020-07-18,"Central East",0,22
2020-07-18,"Central West",2,61
2020-07-18,"Far North Central",0,0
2020-07-18,"Far North East",0,6
2020-07-18,"Far North West",0,331
2020-07-18,"North Central",0,53
2020-07-18,"North East",0,6
2020-07-18,"North West",3,59
2020-07-18,"Not Assigned",0,23
2020-07-18,"Regina",0,82
2020-07-18,"Saskatoon",0,179
2020-07-18,"South Central",2,52
2020-07-18,"South East",0,5
2020-07-18,"South West",2,57
2020-07-19,"Central East",0,22
2020-07-19,"Central West",8,69
2020-07-19,"Far North Central",0,0
2020-07-19,"Far North East",0,6
2020-07-19,"Far North West",0,331
2020-07-19,"North Central",0,53
2020-07-19,"North East",0,6
2020-07-19,"North West",0,59
2020-07-19,"Not Assigned",2,25
2020-07-19,"Regina",0,82
2020-07-19,"Saskatoon",4,183
2020-07-19,"South Central",1,53
2020-07-19,"South East",0,5
2020-07-19,"South West",0,57
2020-07-20,"Central East",0,22
2020-07-20,"Central West",1,70
2020-07-20,"Far North Central",0,0
2020-07-20,"Far North East",0,6
2020-07-20,"Far North West",2,333
2020-07-20,"North Central",0,53
2020-07-20,"North East",0,6
2020-07-20,"North West",1,60
2020-07-20,"Not Assigned",0,25
2020-07-20,"Regina",0,82
2020-07-20,"Saskatoon",0,183
2020-07-20,"South Central",4,57
2020-07-20,"South East",0,5
2020-07-20,"South West",0,57
2020-07-21,"Central East",1,23
2020-07-21,"Central West",3,73
2020-07-21,"Far North Central",0,0
2020-07-21,"Far North East",0,6
2020-07-21,"Far North West",3,336
2020-07-21,"North Central",1,54
2020-07-21,"North East",0,6
2020-07-21,"North West",0,60
2020-07-21,"Not Assigned",2,27
2020-07-21,"Regina",1,83
2020-07-21,"Saskatoon",4,187
2020-07-21,"South Central",50,107
2020-07-21,"South East",0,5
2020-07-21,"South West",1,58
2020-07-22,"Central East",2,25
2020-07-22,"Central West",3,76
2020-07-22,"Far North Central",0,0
2020-07-22,"Far North East",0,6
2020-07-22,"Far North West",0,336
2020-07-22,"North Central",0,54
2020-07-22,"North East",1,7
2020-07-22,"North West",5,65
2020-07-22,"Not Assigned",3,30
2020-07-22,"Regina",0,83
2020-07-22,"Saskatoon",1,188
2020-07-22,"South Central",4,111
2020-07-22,"South East",0,5
2020-07-22,"South West",17,75
2020-07-23,"Central East",0,25
2020-07-23,"Central West",3,79
2020-07-23,"Far North Central",0,0
2020-07-23,"Far North East",0,6
2020-07-23,"Far North West",0,336
2020-07-23,"North Central",0,54
2020-07-23,"North East",1,8
2020-07-23,"North West",1,66
2020-07-23,"Not Assigned",2,32
2020-07-23,"Regina",0,83
2020-07-23,"Saskatoon",0,188
2020-07-23,"South Central",3,114
2020-07-23,"South East",3,8
2020-07-23,"South West",24,99
2020-07-24,"Central East",0,25
2020-07-24,"Central West",21,100
2020-07-24,"Far North Central",0,0
2020-07-24,"Far North East",0,6
2020-07-24,"Far North West",0,336
2020-07-24,"North Central",1,55
2020-07-24,"North East",0,8
2020-07-24,"North West",0,66
2020-07-24,"Not Assigned",0,32
2020-07-24,"Regina",4,87
2020-07-24,"Saskatoon",1,189
2020-07-24,"South Central",0,114
2020-07-24,"South East",0,8
2020-07-24,"South West",20,119
2020-07-25,"Central East",0,25
2020-07-25,"Central West",12,112
2020-07-25,"Far North Central",0,0
2020-07-25,"Far North East",0,6
2020-07-25,"Far North West",0,336
2020-07-25,"North Central",0,55
2020-07-25,"North East",0,8
2020-07-25,"North West",0,66
2020-07-25,"Not Assigned",2,34
2020-07-25,"Regina",0,87
2020-07-25,"Saskatoon",5,194
2020-07-25,"South Central",3,117
2020-07-25,"South East",1,9
2020-07-25,"South West",5,124
2020-07-26,"Central East",1,26
2020-07-26,"Central West",13,125
2020-07-26,"Far North Central",0,0
2020-07-26,"Far North East",0,6
2020-07-26,"Far North West",0,336
2020-07-26,"North Central",0,55
2020-07-26,"North East",0,8
2020-07-26,"North West",2,68
2020-07-26,"Not Assigned",2,36
2020-07-26,"Regina",0,87
2020-07-26,"Saskatoon",2,196
2020-07-26,"South Central",0,117
2020-07-26,"South East",0,9
2020-07-26,"South West",2,126
2020-07-27,"Central East",0,26
2020-07-27,"Central West",1,126
2020-07-27,"Far North Central",0,0
2020-07-27,"Far North East",0,6
2020-07-27,"Far North West",0,336
2020-07-27,"North Central",0,55
2020-07-27,"North East",0,8
2020-07-27,"North West",2,70
2020-07-27,"Not Assigned",0,36
2020-07-27,"Regina",3,90
2020-07-27,"Saskatoon",2,198
2020-07-27,"South Central",2,119
2020-07-27,"South East",0,9
2020-07-27,"South West",0,126
2020-07-28,"Central East",0,26
2020-07-28,"Central West",0,126
2020-07-28,"Far North Central",0,0
2020-07-28,"Far North East",0,6
2020-07-28,"Far North West",0,336
2020-07-28,"North Central",3,58
2020-07-28,"North East",56,64
2020-07-28,"North West",1,71
2020-07-28,"Not Assigned",0,36
2020-07-28,"Regina",0,90
2020-07-28,"Saskatoon",3,201
2020-07-28,"South Central",6,125
2020-07-28,"South East",2,11
2020-07-28,"South West",0,126
2020-07-29,"Central East",0,26
2020-07-29,"Central West",14,140
2020-07-29,"Far North Central",0,0
2020-07-29,"Far North East",0,6
2020-07-29,"Far North West",1,337
2020-07-29,"North Central",0,58
2020-07-29,"North East",0,64
2020-07-29,"North West",1,72
2020-07-29,"Not Assigned",1,37
2020-07-29,"Regina",0,90
2020-07-29,"Saskatoon",3,204
2020-07-29,"South Central",3,128
2020-07-29,"South East",0,11
2020-07-29,"South West",2,128
2020-07-30,"Central East",0,26
2020-07-30,"Central West",3,143
2020-07-30,"Far North Central",0,0
2020-07-30,"Far North East",0,6
2020-07-30,"Far North West",0,337
2020-07-30,"North Central",2,60
2020-07-30,"North East",0,64
2020-07-30,"North West",0,72
2020-07-30,"Not Assigned",2,39
2020-07-30,"Regina",0,90
2020-07-30,"Saskatoon",1,205
2020-07-30,"South Central",1,129
2020-07-30,"South East",0,11
2020-07-30,"South West",2,130
2020-07-31,"Central East",0,26
2020-07-31,"Central West",1,144
2020-07-31,"Far North Central",0,0
2020-07-31,"Far North East",0,6
2020-07-31,"Far North West",0,337
2020-07-31,"North Central",1,61
2020-07-31,"North East",0,64
2020-07-31,"North West",0,72
2020-07-31,"Not Assigned",2,41
2020-07-31,"Regina",1,91
2020-07-31,"Saskatoon",3,208
2020-07-31,"South Central",2,131
2020-07-31,"South East",0,11
2020-07-31,"South West",7,137
2020-08-01,"Central East",0,26
2020-08-01,"Central West",3,147
2020-08-01,"Far North Central",0,0
2020-08-01,"Far North East",0,6
2020-08-01,"Far North West",0,337
2020-08-01,"North Central",0,61
2020-08-01,"North East",0,64
2020-08-01,"North West",1,73
2020-08-01,"Not Assigned",2,43
2020-08-01,"Regina",0,91
2020-08-01,"Saskatoon",0,208
2020-08-01,"South Central",1,132
2020-08-01,"South East",0,11
2020-08-01,"South West",3,140
2020-08-02,"Central East",0,26
2020-08-02,"Central West",2,149
2020-08-02,"Far North Central",0,0
2020-08-02,"Far North East",0,6
2020-08-02,"Far North West",0,337
2020-08-02,"North Central",0,61
2020-08-02,"North East",0,64
2020-08-02,"North West",2,75
2020-08-02,"Not Assigned",2,45
2020-08-02,"Regina",2,93
2020-08-02,"Saskatoon",2,210
2020-08-02,"South Central",1,133
2020-08-02,"South East",0,11
2020-08-02,"South West",1,141
2020-08-03,"Central East",0,26
2020-08-03,"Central West",0,149
2020-08-03,"Far North Central",0,0
2020-08-03,"Far North East",0,6
2020-08-03,"Far North West",0,337
2020-08-03,"North Central",1,62
2020-08-03,"North East",0,64
2020-08-03,"North West",1,76
2020-08-03,"Not Assigned",0,45
2020-08-03,"Regina",4,97
2020-08-03,"Saskatoon",2,212
2020-08-03,"South Central",0,133
2020-08-03,"South East",0,11
2020-08-03,"South West",1,142
2020-08-04,"Central East",2,28
2020-08-04,"Central West",9,158
2020-08-04,"Far North Central",0,0
2020-08-04,"Far North East",0,6
2020-08-04,"Far North West",9,346
2020-08-04,"North Central",1,63
2020-08-04,"North East",-2,62
2020-08-04,"North West",20,96
2020-08-04,"Not Assigned",-45,0
2020-08-04,"Regina",2,99
2020-08-04,"Saskatoon",4,216
2020-08-04,"South Central",1,134
2020-08-04,"South East",0,11
2020-08-04,"South West",7,149
2020-08-05,"Central East",0,28
2020-08-05,"Central West",1,159
2020-08-05,"Far North Central",0,0
2020-08-05,"Far North East",0,6
2020-08-05,"Far North West",0,346
2020-08-05,"North Central",0,63
2020-08-05,"North East",3,65
2020-08-05,"North West",2,98
2020-08-05,"Not Assigned",0,0
2020-08-05,"Regina",1,100
2020-08-05,"Saskatoon",1,217
2020-08-05,"South Central",0,134
2020-08-05,"South East",0,11
2020-08-05,"South West",0,149
2020-08-06,"Central East",0,28
2020-08-06,"Central West",0,159
2020-08-06,"Far North Central",0,0
2020-08-06,"Far North East",0,6
2020-08-06,"Far North West",0,346
2020-08-06,"North Central",0,63
2020-08-06,"North East",0,65
2020-08-06,"North West",0,98
2020-08-06,"Not Assigned",0,0
2020-08-06,"Regina",0,100
2020-08-06,"Saskatoon",1,218
2020-08-06,"South Central",9,143
2020-08-06,"South East",0,11
2020-08-06,"South West",1,150
2020-08-07,"Central East",2,30
2020-08-07,"Central West",0,159
2020-08-07,"Far North Central",0,0
2020-08-07,"Far North East",0,6
2020-08-07,"Far North West",0,346
2020-08-07,"North Central",0,63
2020-08-07,"North East",0,65
2020-08-07,"North West",1,99
2020-08-07,"Not Assigned",0,0
2020-08-07,"Regina",2,102
2020-08-07,"Saskatoon",3,221
2020-08-07,"South Central",11,154
2020-08-07,"South East",0,11
2020-08-07,"South West",3,153
2020-08-08,"Central East",0,30
2020-08-08,"Central West",0,159
2020-08-08,"Far North Central",0,0
2020-08-08,"Far North East",0,6
2020-08-08,"Far North West",0,346
2020-08-08,"North Central",3,66
2020-08-08,"North East",0,65
2020-08-08,"North West",0,99
2020-08-08,"Not Assigned",1,1
2020-08-08,"Regina",11,113
2020-08-08,"Saskatoon",3,224
2020-08-08,"South Central",5,159
2020-08-08,"South East",0,11
2020-08-08,"South West",1,154
2020-08-09,"Central East",0,30
2020-08-09,"Central West",1,160
2020-08-09,"Far North Central",0,0
2020-08-09,"Far North East",0,6
2020-08-09,"Far North West",0,346
2020-08-09,"North Central",0,66
2020-08-09,"North East",0,65
2020-08-09,"North West",1,100
2020-08-09,"Not Assigned",0,1
2020-08-09,"Regina",5,118
2020-08-09,"Saskatoon",0,224
2020-08-09,"South Central",3,162
2020-08-09,"South East",0,11
2020-08-09,"South West",2,156
2020-08-10,"Central East",0,30
2020-08-10,"Central West",0,160
2020-08-10,"Far North Central",0,0
2020-08-10,"Far North East",0,6
2020-08-10,"Far North West",0,346
2020-08-10,"North Central",0,66
2020-08-10,"North East",0,65
2020-08-10,"North West",0,100
2020-08-10,"Not Assigned",0,1
2020-08-10,"Regina",3,121
2020-08-10,"Saskatoon",1,225
2020-08-10,"South Central",1,163
2020-08-10,"South East",0,11
2020-08-10,"South West",0,156
2020-08-11,"Central East",0,30
2020-08-11,"Central West",0,160
2020-08-11,"Far North Central",0,0
2020-08-11,"Far North East",0,6
2020-08-11,"Far North West",0,346
2020-08-11,"North Central",0,66
2020-08-11,"North East",0,65
2020-08-11,"North West",1,101
2020-08-11,"Not Assigned",0,1
2020-08-11,"Regina",4,125
2020-08-11,"Saskatoon",17,242
2020-08-11,"South Central",3,166
2020-08-11,"South East",0,11
2020-08-11,"South West",4,160
2020-08-12,"Central East",0,30
2020-08-12,"Central West",0,160
2020-08-12,"Far North Central",0,0
2020-08-12,"Far North East",0,6
2020-08-12,"Far North West",0,346
2020-08-12,"North Central",1,67
2020-08-12,"North East",0,65
2020-08-12,"North West",0,101
2020-08-12,"Not Assigned",0,1
2020-08-12,"Regina",4,129
2020-08-12,"Saskatoon",0,242
2020-08-12,"South Central",0,166
2020-08-12,"South East",0,11
2020-08-12,"South West",0,160
2020-08-13,"Central East",0,30
2020-08-13,"Central West",0,160
2020-08-13,"Far North Central",0,0
2020-08-13,"Far North East",0,6
2020-08-13,"Far North West",0,346
2020-08-13,"North Central",0,67
2020-08-13,"North East",0,65
2020-08-13,"North West",0,101
2020-08-13,"Not Assigned",0,1
2020-08-13,"Regina",2,131
2020-08-13,"Saskatoon",3,245
2020-08-13,"South Central",4,170
2020-08-13,"South East",0,11
2020-08-13,"South West",18,178
2020-08-14,"Central East",0,30
2020-08-14,"Central West",0,160
2020-08-14,"Far North Central",0,0
2020-08-14,"Far North East",0,6
2020-08-14,"Far North West",0,346
2020-08-14,"North Central",1,68
2020-08-14,"North East",0,65
2020-08-14,"North West",0,101
2020-08-14,"Not Assigned",0,1
2020-08-14,"Regina",0,131
2020-08-14,"Saskatoon",0,245
2020-08-14,"South Central",6,176
2020-08-14,"South East",0,11
2020-08-14,"South West",23,201
2020-08-15,"Central East",0,30
2020-08-15,"Central West",0,160
2020-08-15,"Far North Central",0,0
2020-08-15,"Far North East",0,6
2020-08-15,"Far North West",0,346
2020-08-15,"North Central",0,68
2020-08-15,"North East",0,65
2020-08-15,"North West",17,118
2020-08-15,"Not Assigned",0,1
2020-08-15,"Regina",0,131
2020-08-15,"Saskatoon",2,247
2020-08-15,"South Central",6,182
2020-08-15,"South East",0,11
2020-08-15,"South West",0,201
2020-08-16,"Central East",3,33
2020-08-16,"Central West",1,161
2020-08-16,"Far North Central",0,0
2020-08-16,"Far North East",0,6
2020-08-16,"Far North West",0,346
2020-08-16,"North Central",0,68
2020-08-16,"North East",0,65
2020-08-16,"North West",1,119
2020-08-16,"Not Assigned",-1,0
2020-08-16,"Regina",0,131
2020-08-16,"Saskatoon",0,247
2020-08-16,"South Central",5,187
2020-08-16,"South East",0,11
2020-08-16,"South West",5,206
2020-08-17,"Central East",0,33
2020-08-17,"Central West",0,161
2020-08-17,"Far North Central",0,0
2020-08-17,"Far North East",0,6
2020-08-17,"Far North West",0,346
2020-08-17,"North Central",0,68
2020-08-17,"North East",0,65
2020-08-17,"North West",0,119
2020-08-17,"Not Assigned",0,0
2020-08-17,"Regina",0,131
2020-08-17,"Saskatoon",0,247
2020-08-17,"South Central",0,187
2020-08-17,"South East",0,11
2020-08-17,"South West",1,207
2020-08-18,"Central East",0,33
2020-08-18,"Central West",0,161
2020-08-18,"Far North Central",0,0
2020-08-18,"Far North East",0,6
2020-08-18,"Far North West",0,346
2020-08-18,"North Central",0,68
2020-08-18,"North East",0,65
2020-08-18,"North West",0,119
2020-08-18,"Not Assigned",0,0
2020-08-18,"Regina",0,131
2020-08-18,"Saskatoon",1,248
2020-08-18,"South Central",0,187
2020-08-18,"South East",0,11
2020-08-18,"South West",0,207
2020-08-19,"Central East",0,33
2020-08-19,"Central West",0,161
2020-08-19,"Far North Central",0,0
2020-08-19,"Far North East",0,6
2020-08-19,"Far North West",0,346
2020-08-19,"North Central",0,68
2020-08-19,"North East",0,65
2020-08-19,"North West",2,121
2020-08-19,"Not Assigned",0,0
2020-08-19,"Regina",0,131
2020-08-19,"Saskatoon",0,248
2020-08-19,"South Central",0,187
2020-08-19,"South East",0,11
2020-08-19,"South West",2,209
2020-08-20,"Central East",0,33
2020-08-20,"Central West",0,161
2020-08-20,"Far North Central",0,0
2020-08-20,"Far North East",0,6
2020-08-20,"Far North West",0,346
2020-08-20,"North Central",0,68
2020-08-20,"North East",0,65
2020-08-20,"North West",0,121
2020-08-20,"Not Assigned",0,0
2020-08-20,"Regina",0,131
2020-08-20,"Saskatoon",1,249
2020-08-20,"South Central",3,190
2020-08-20,"South East",0,11
2020-08-20,"South West",0,209
2020-08-21,"Central East",0,33
2020-08-21,"Central West",0,161
2020-08-21,"Far North Central",0,0
2020-08-21,"Far North East",0,6
2020-08-21,"Far North West",0,346
2020-08-21,"North Central",0,68
2020-08-21,"North East",1,66
2020-08-21,"North West",2,123
2020-08-21,"Not Assigned",0,0
2020-08-21,"Regina",0,131
2020-08-21,"Saskatoon",1,250
2020-08-21,"South Central",-1,189
2020-08-21,"South East",0,11
2020-08-21,"South West",2,211
2020-08-22,"Central East",0,33
2020-08-22,"Central West",0,161
2020-08-22,"Far North Central",0,0
2020-08-22,"Far North East",0,6
2020-08-22,"Far North West",0,346
2020-08-22,"North Central",0,68
2020-08-22,"North East",0,66
2020-08-22,"North West",0,123
2020-08-22,"Not Assigned",0,0
2020-08-22,"Regina",0,131
2020-08-22,"Saskatoon",1,251
2020-08-22,"South Central",0,189
2020-08-22,"South East",0,11
2020-08-22,"South West",1,212
2020-08-23,"Central East",0,33
2020-08-23,"Central West",0,161
2020-08-23,"Far North Central",0,0
2020-08-23,"Far North East",0,6
2020-08-23,"Far North West",0,346
2020-08-23,"North Central",1,69
2020-08-23,"North East",0,66
2020-08-23,"North West",0,123
2020-08-23,"Not Assigned",0,0
2020-08-23,"Regina",1,132
2020-08-23,"Saskatoon",0,251
2020-08-23,"South Central",0,189
2020-08-23,"South East",0,11
2020-08-23,"South West",1,213
2020-08-24,"Central East",0,33
2020-08-24,"Central West",0,161
2020-08-24,"Far North Central",0,0
2020-08-24,"Far North East",0,6
2020-08-24,"Far North West",0,346
2020-08-24,"North Central",-1,68
2020-08-24,"North East",0,66
2020-08-24,"North West",3,126
2020-08-24,"Not Assigned",0,0
2020-08-24,"Regina",0,132
2020-08-24,"Saskatoon",0,251
2020-08-24,"South Central",0,189
2020-08-24,"South East",0,11
2020-08-24,"South West",0,213
2020-08-25,"Central East",0,33
2020-08-25,"Central West",0,161
2020-08-25,"Far North Central",0,0
2020-08-25,"Far North East",0,6
2020-08-25,"Far North West",0,346
2020-08-25,"North Central",0,68
2020-08-25,"North East",0,66
2020-08-25,"North West",-1,125
2020-08-25,"Not Assigned",0,0
2020-08-25,"Regina",0,132
2020-08-25,"Saskatoon",0,251
2020-08-25,"South Central",0,189
2020-08-25,"South East",0,11
2020-08-25,"South West",0,213
2020-08-26,"Central East",0,33
2020-08-26,"Central West",0,161
2020-08-26,"Far North Central",0,0
2020-08-26,"Far North East",0,6
2020-08-26,"Far North West",0,346
2020-08-26,"North Central",0,68
2020-08-26,"North East",0,66
2020-08-26,"North West",0,125
2020-08-26,"Not Assigned",0,0
2020-08-26,"Regina",0,132
2020-08-26,"Saskatoon",3,254
2020-08-26,"South Central",0,189
2020-08-26,"South East",0,11
2020-08-26,"South West",0,213
2020-08-27,"Central East",0,33
2020-08-27,"Central West",0,161
2020-08-27,"Far North Central",0,0
2020-08-27,"Far North East",0,6
2020-08-27,"Far North West",0,346
2020-08-27,"North Central",0,68
2020-08-27,"North East",0,66
2020-08-27,"North West",3,128
2020-08-27,"Not Assigned",0,0
2020-08-27,"Regina",0,132
2020-08-27,"Saskatoon",2,256
2020-08-27,"South Central",0,189
2020-08-27,"South East",0,11
2020-08-27,"South West",0,213
2020-08-28,"Central East",0,33
2020-08-28,"Central West",0,161
2020-08-28,"Far North Central",0,0
2020-08-28,"Far North East",0,6
2020-08-28,"Far North West",1,347
2020-08-28,"North Central",0,68
2020-08-28,"North East",0,66
2020-08-28,"North West",0,128
2020-08-28,"Not Assigned",0,0
2020-08-28,"Regina",0,132
2020-08-28,"Saskatoon",1,257
2020-08-28,"South Central",0,189
2020-08-28,"South East",0,11
2020-08-28,"South West",0,213
2020-08-29,"Central East",0,33
2020-08-29,"Central West",0,161
2020-08-29,"Far North Central",0,0
2020-08-29,"Far North East",0,6
2020-08-29,"Far North West",0,347
2020-08-29,"North Central",0,68
2020-08-29,"North East",0,66
2020-08-29,"North West",0,128
2020-08-29,"Not Assigned",0,0
2020-08-29,"Regina",0,132
2020-08-29,"Saskatoon",2,259
2020-08-29,"South Central",0,189
2020-08-29,"South East",0,11
2020-08-29,"South West",2,215
2020-08-30,"Central East",0,33
2020-08-30,"Central West",0,161
2020-08-30,"Far North Central",0,0
2020-08-30,"Far North East",0,6
2020-08-30,"Far North West",0,347
2020-08-30,"North Central",0,68
2020-08-30,"North East",0,66
2020-08-30,"North West",0,128
2020-08-30,"Not Assigned",0,0
2020-08-30,"Regina",0,132
2020-08-30,"Saskatoon",0,259
2020-08-30,"South Central",0,189
2020-08-30,"South East",0,11
2020-08-30,"South West",0,215
2020-08-31,"Central East",1,34
2020-08-31,"Central West",0,161
2020-08-31,"Far North Central",0,0
2020-08-31,"Far North East",0,6
2020-08-31,"Far North West",0,347
2020-08-31,"North Central",0,68
2020-08-31,"North East",0,66
2020-08-31,"North West",0,128
2020-08-31,"Not Assigned",0,0
2020-08-31,"Regina",0,132
2020-08-31,"Saskatoon",1,260
2020-08-31,"South Central",1,190
2020-08-31,"South East",0,11
2020-08-31,"South West",1,216
2020-09-01,"Central East",0,34
2020-09-01,"Central West",0,161
2020-09-01,"Far North Central",0,0
2020-09-01,"Far North East",0,6
2020-09-01,"Far North West",0,347
2020-09-01,"North Central",1,69
2020-09-01,"North East",0,66
2020-09-01,"North West",0,128
2020-09-01,"Not Assigned",1,1
2020-09-01,"Regina",0,132
2020-09-01,"Saskatoon",1,261
2020-09-01,"South Central",0,190
2020-09-01,"South East",0,11
2020-09-01,"South West",0,216
2020-09-02,"Central East",0,34
2020-09-02,"Central West",0,161
2020-09-02,"Far North Central",0,0
2020-09-02,"Far North East",0,6
2020-09-02,"Far North West",0,347
2020-09-02,"North Central",0,69
2020-09-02,"North East",0,66
2020-09-02,"North West",2,130
2020-09-02,"Not Assigned",-1,0
2020-09-02,"Regina",0,132
2020-09-02,"Saskatoon",0,261
2020-09-02,"South Central",1,191
2020-09-02,"South East",0,11
2020-09-02,"South West",0,216
2020-09-03,"Central East",0,34
2020-09-03,"Central West",2,163
2020-09-03,"Far North Central",0,0
2020-09-03,"Far North East",0,6
2020-09-03,"Far North West",0,347
2020-09-03,"North Central",1,70
2020-09-03,"North East",0,66
2020-09-03,"North West",0,130
2020-09-03,"Not Assigned",0,0
2020-09-03,"Regina",0,132
2020-09-03,"Saskatoon",6,267
2020-09-03,"South Central",1,192
2020-09-03,"South East",0,11
2020-09-03,"South West",0,216
2020-09-04,"Central East",0,34
2020-09-04,"Central West",1,164
2020-09-04,"Far North Central",0,0
2020-09-04,"Far North East",0,6
2020-09-04,"Far North West",0,347
2020-09-04,"North Central",1,71
2020-09-04,"North East",0,66
2020-09-04,"North West",0,130
2020-09-04,"Not Assigned",0,0
2020-09-04,"Regina",0,132
2020-09-04,"Saskatoon",0,267
2020-09-04,"South Central",1,193
2020-09-04,"South East",0,11
2020-09-04,"South West",1,217
2020-09-05,"Central East",0,34
2020-09-05,"Central West",0,164
2020-09-05,"Far North Central",0,0
2020-09-05,"Far North East",0,6
2020-09-05,"Far North West",0,347
2020-09-05,"North Central",0,71
2020-09-05,"North East",0,66
2020-09-05,"North West",0,130
2020-09-05,"Not Assigned",0,0
2020-09-05,"Regina",0,132
2020-09-05,"Saskatoon",3,270
2020-09-05,"South Central",2,195
2020-09-05,"South East",0,11
2020-09-05,"South West",0,217
2020-09-06,"Central East",2,36
2020-09-06,"Central West",0,164
2020-09-06,"Far North Central",0,0
2020-09-06,"Far North East",0,6
2020-09-06,"Far North West",0,347
2020-09-06,"North Central",0,71
2020-09-06,"North East",0,66
2020-09-06,"North West",1,131
2020-09-06,"Not Assigned",0,0
2020-09-06,"Regina",1,133
2020-09-06,"Saskatoon",3,273
2020-09-06,"South Central",0,195
2020-09-06,"South East",1,12
2020-09-06,"South West",0,217
2020-09-07,"Central East",1,37
2020-09-07,"Central West",2,166
2020-09-07,"Far North Central",0,0
2020-09-07,"Far North East",0,6
2020-09-07,"Far North West",2,349
2020-09-07,"North Central",0,71
2020-09-07,"North East",0,66
2020-09-07,"North West",0,131
2020-09-07,"Not Assigned",1,1
2020-09-07,"Regina",0,133
2020-09-07,"Saskatoon",2,275
2020-09-07,"South Central",1,196
2020-09-07,"South East",1,13
2020-09-07,"South West",1,218
2020-09-08,"Central East",0,37
2020-09-08,"Central West",0,166
2020-09-08,"Far North Central",0,0
2020-09-08,"Far North East",0,6
2020-09-08,"Far North West",0,349
2020-09-08,"North Central",2,73
2020-09-08,"North East",0,66
2020-09-08,"North West",0,131
2020-09-08,"Not Assigned",0,1
2020-09-08,"Regina",3,136
2020-09-08,"Saskatoon",1,276
2020-09-08,"South Central",1,197
2020-09-08,"South East",0,13
2020-09-08,"South West",0,218
2020-09-09,"Central East",0,37
2020-09-09,"Central West",0,166
2020-09-09,"Far North Central",0,0
2020-09-09,"Far North East",0,6
2020-09-09,"Far North West",0,349
2020-09-09,"North Central",0,73
2020-09-09,"North East",0,66
2020-09-09,"North West",0,131
2020-09-09,"Not Assigned",-1,0
2020-09-09,"Regina",1,137
2020-09-09,"Saskatoon",1,277
2020-09-09,"South Central",0,197
2020-09-09,"South East",0,13
2020-09-09,"South West",0,218
2020-09-10,"Central East",1,38
2020-09-10,"Central West",1,167
2020-09-10,"Far North Central",0,0
2020-09-10,"Far North East",1,7
2020-09-10,"Far North West",0,349
2020-09-10,"North Central",0,73
2020-09-10,"North East",0,66
2020-09-10,"North West",0,131
2020-09-10,"Not Assigned",1,1
2020-09-10,"Regina",1,138
2020-09-10,"Saskatoon",1,278
2020-09-10,"South Central",0,197
2020-09-10,"South East",0,13
2020-09-10,"South West",0,218
2020-09-11,"Central East",7,45
2020-09-11,"Central West",0,167
2020-09-11,"Far North Central",0,0
2020-09-11,"Far North East",1,8
2020-09-11,"Far North West",0,349
2020-09-11,"North Central",0,73
2020-09-11,"North East",0,66
2020-09-11,"North West",0,131
2020-09-11,"Not Assigned",-1,0
2020-09-11,"Regina",1,139
2020-09-11,"Saskatoon",4,282
2020-09-11,"South Central",0,197
2020-09-11,"South East",0,13
2020-09-11,"South West",0,218
2020-09-12,"Central East",14,59
2020-09-12,"Central West",0,167
2020-09-12,"Far North Central",0,0
2020-09-12,"Far North East",0,8
2020-09-12,"Far North West",0,349
2020-09-12,"North Central",0,73
2020-09-12,"North East",0,66
2020-09-12,"North West",0,131
2020-09-12,"Not Assigned",0,0
2020-09-12,"Regina",0,139
2020-09-12,"Saskatoon",5,287
2020-09-12,"South Central",0,197
2020-09-12,"South East",0,13
2020-09-12,"South West",2,220
2020-09-13,"Central East",1,60
2020-09-13,"Central West",1,168
2020-09-13,"Far North Central",0,0
2020-09-13,"Far North East",0,8
2020-09-13,"Far North West",0,349
2020-09-13,"North Central",0,73
2020-09-13,"North East",0,66
2020-09-13,"North West",0,131
2020-09-13,"Not Assigned",1,1
2020-09-13,"Regina",0,139
2020-09-13,"Saskatoon",14,301
2020-09-13,"South Central",0,197
2020-09-13,"South East",0,13
2020-09-13,"South West",0,220
2020-09-14,"Central East",-1,59
2020-09-14,"Central West",0,168
2020-09-14,"Far North Central",0,0
2020-09-14,"Far North East",0,8
2020-09-14,"Far North West",0,349
2020-09-14,"North Central",0,73
2020-09-14,"North East",0,66
2020-09-14,"North West",0,131
2020-09-14,"Not Assigned",-1,0
2020-09-14,"Regina",0,139
2020-09-14,"Saskatoon",6,307
2020-09-14,"South Central",0,197
2020-09-14,"South East",0,13
2020-09-14,"South West",1,221
2020-09-15,"Central East",2,61
2020-09-15,"Central West",0,168
2020-09-15,"Far North Central",0,0
2020-09-15,"Far North East",0,8
2020-09-15,"Far North West",0,349
2020-09-15,"North Central",0,73
2020-09-15,"North East",0,66
2020-09-15,"North West",0,131
2020-09-15,"Not Assigned",0,0
2020-09-15,"Regina",0,139
2020-09-15,"Saskatoon",8,315
2020-09-15,"South Central",0,197
2020-09-15,"South East",0,13
