"region","date","cumulative_deaths"
"Saskatoon",2020-12-22,23
"Saskatoon",2020-12-23,23
"Saskatoon",2020-12-24,23
"Saskatoon",2020-12-25,23
"Saskatoon",2020-12-26,23
"Saskatoon",2020-12-27,23
"Saskatoon",2020-12-28,23
"Saskatoon",2020-12-29,25
"Saskatoon",2020-12-30,28
"Saskatoon",2020-12-31,29
"Saskatoon",2021-01-01,29
"Saskatoon",2021-01-02,30
"Saskatoon",2021-01-03,30
"Saskatoon",2021-01-04,30
"Saskatoon",2021-01-05,30
"Saskatoon",2021-01-06,32
"Saskatoon",2021-01-07,32
"Saskatoon",2021-01-08,32
"Saskatoon",2021-01-09,32
"Saskatoon",2021-01-10,32
"Saskatoon",2021-01-11,32
"Saskatoon",2021-01-12,32
"Saskatoon",2021-01-13,33
"Saskatoon",2021-01-14,33
"Saskatoon",2021-01-15,34
"Saskatoon",2021-01-16,34
"Saskatoon",2021-01-17,34
"Saskatoon",2021-01-18,35
"Saskatoon",2021-01-19,36
"Saskatoon",2021-01-20,37
"Saskatoon",2021-01-21,45
"Saskatoon",2021-01-22,46
"Saskatoon",2021-01-23,46
"Saskatoon",2021-01-24,46
"Saskatoon",2021-01-25,46
"Saskatoon",2021-01-26,52
"Saskatoon",2021-01-27,57
"Saskatoon",2021-01-28,60
"Saskatoon",2021-01-29,61
"Saskatoon",2021-01-30,64
"Saskatoon",2021-01-31,64
"Saskatoon",2021-02-01,64
"Saskatoon",2021-02-02,66
"Saskatoon",2021-02-03,66
"Saskatoon",2021-02-04,69
"Saskatoon",2021-02-05,69
"Saskatoon",2021-02-06,69
"Saskatoon",2021-02-07,69
"Saskatoon",2021-02-08,69
"Saskatoon",2021-02-09,70
"Saskatoon",2021-02-10,72
"Saskatoon",2021-02-11,72
"Saskatoon",2021-02-12,73
"Saskatoon",2021-02-13,75
"Saskatoon",2021-02-14,75
"Saskatoon",2021-02-15,75
"Saskatoon",2021-02-16,75
"Saskatoon",2021-02-17,77
"Saskatoon",2021-02-18,77
"Saskatoon",2021-02-19,77
"Saskatoon",2021-02-20,77
"Saskatoon",2021-02-21,77
"Saskatoon",2021-02-22,77
"Saskatoon",2021-02-23,78
"Saskatoon",2021-02-24,79
"Saskatoon",2021-02-25,79
"Saskatoon",2021-02-26,79
"Saskatoon",2021-02-27,80
"Saskatoon",2021-02-28,80
"Saskatoon",2021-03-01,80
"Saskatoon",2021-03-02,81
"Saskatoon",2021-03-03,82
"Saskatoon",2021-03-04,82
"Saskatoon",2021-03-05,83
"Saskatoon",2021-03-06,86
"Saskatoon",2021-03-07,86
"Saskatoon",2021-03-08,87
"Saskatoon",2021-03-09,87
"Saskatoon",2021-03-10,87
"Saskatoon",2021-03-11,87
"Saskatoon",2021-03-12,88
"Saskatoon",2021-03-13,89
"Saskatoon",2021-03-14,89
"Saskatoon",2021-03-15,89
"Saskatoon",2021-03-16,89
"Saskatoon",2021-03-17,89
"Saskatoon",2021-03-18,90
"Saskatoon",2021-03-19,90
"Saskatoon",2021-03-20,90
"Saskatoon",2021-03-21,90
"Saskatoon",2021-03-22,90
"Saskatoon",2021-03-23,90
"Saskatoon",2021-03-24,90
"Saskatoon",2021-03-25,90
"Saskatoon",2021-03-26,90
"Saskatoon",2021-03-27,90
"Saskatoon",2021-03-28,90
"Saskatoon",2021-03-29,90
"Saskatoon",2021-03-30,90
"Saskatoon",2021-03-31,90
"Saskatoon",2021-04-01,90
"Saskatoon",2021-04-02,91
"Saskatoon",2021-04-03,90
"Saskatoon",2021-04-04,90
"Saskatoon",2021-04-05,91
"Saskatoon",2021-04-06,91
"Saskatoon",2021-04-07,91
"Saskatoon",2021-04-08,92
"Saskatoon",2021-04-09,93
"Saskatoon",2021-04-10,93
"Saskatoon",2021-04-11,93
"Saskatoon",2021-04-12,93
"Saskatoon",2021-04-13,93
"Saskatoon",2021-04-14,93
"Saskatoon",2021-04-15,93
"Saskatoon",2021-04-16,93
"Saskatoon",2021-04-17,93
"Saskatoon",2021-04-18,93
"Saskatoon",2021-04-19,93
"Saskatoon",2021-04-20,93
"Saskatoon",2021-04-21,93
"Saskatoon",2021-04-22,93
"Saskatoon",2021-04-23,93
"Saskatoon",2021-04-24,93
"Saskatoon",2021-04-25,93
"Saskatoon",2021-04-26,93
"Saskatoon",2021-04-27,93
"Saskatoon",2021-04-28,96
"Saskatoon",2021-04-29,96
"Saskatoon",2021-04-30,96
"Saskatoon",2021-05-01,97
"Saskatoon",2021-05-02,97
"Saskatoon",2021-05-03,98
"Saskatoon",2021-05-04,98
"Saskatoon",2021-05-05,99
"Saskatoon",2021-05-06,99
"Saskatoon",2021-05-07,99
"Saskatoon",2021-05-08,99
"Saskatoon",2021-05-09,99
"Saskatoon",2021-05-10,99
"Saskatoon",2021-05-11,99
"Saskatoon",2021-05-12,99
"Saskatoon",2021-05-13,99
"Saskatoon",2021-05-14,100
"Saskatoon",2021-05-15,100
"Saskatoon",2021-05-16,101
"Saskatoon",2021-05-17,101
"Saskatoon",2021-05-18,103
"Saskatoon",2021-05-19,103
"Saskatoon",2021-05-20,103
"Saskatoon",2021-05-21,103
"Saskatoon",2021-05-22,103
"Saskatoon",2021-05-23,103
"Saskatoon",2021-05-24,103
"Saskatoon",2021-05-25,103
"Saskatoon",2021-05-26,104
"Saskatoon",2021-05-27,109
"Saskatoon",2021-05-28,110
"Saskatoon",2021-05-29,110
"Saskatoon",2021-05-30,110
"Saskatoon",2021-05-31,111
"Saskatoon",2021-06-01,111
"Saskatoon",2021-06-02,111
"Saskatoon",2021-06-03,111
"Saskatoon",2021-06-04,111
"Saskatoon",2021-06-05,112
"Saskatoon",2021-06-06,112
"Saskatoon",2021-06-07,112
"Saskatoon",2021-06-08,112
"Saskatoon",2021-06-09,112
"Saskatoon",2021-06-10,112
"Saskatoon",2021-06-11,113
"Saskatoon",2021-06-12,113
"Saskatoon",2021-06-13,113
"Saskatoon",2021-06-14,114
"Saskatoon",2021-06-15,115
"Saskatoon",2021-06-16,115
"Saskatoon",2021-06-17,115
"Saskatoon",2021-06-18,115
"Saskatoon",2021-06-19,115
"Saskatoon",2021-06-20,115
"Saskatoon",2021-06-21,115
"Saskatoon",2021-06-22,115
"Saskatoon",2021-06-23,115
"Saskatoon",2021-06-24,115
"Saskatoon",2021-06-25,115
"Saskatoon",2021-06-26,115
"Saskatoon",2021-06-27,115
"Saskatoon",2021-06-28,115
"Saskatoon",2021-06-29,115
"Saskatoon",2021-06-30,115
"Saskatoon",2021-07-01,115
"Saskatoon",2021-07-02,115
"Saskatoon",2021-07-03,115
"Saskatoon",2021-07-04,115
"Saskatoon",2021-07-05,115
"Saskatoon",2021-07-06,115
"Saskatoon",2021-07-07,115
"Saskatoon",2021-07-08,115
"Saskatoon",2021-07-09,115
"Saskatoon",2021-07-10,115
"Saskatoon",2021-07-11,115
"Saskatoon",2021-07-12,115
"Saskatoon",2021-07-13,115
"Saskatoon",2021-07-14,115
"Saskatoon",2021-07-15,115
"Saskatoon",2021-07-16,115
"Saskatoon",2021-07-17,115
"Saskatoon",2021-07-18,115
"Saskatoon",2021-07-19,115
"Saskatoon",2021-07-20,115
"Saskatoon",2021-07-21,115
"Saskatoon",2021-07-22,115
"Saskatoon",2021-07-23,115
"Saskatoon",2021-07-24,115
"South Central",2020-08-04,2
"South Central",2020-08-05,2
"South Central",2020-08-06,2
"South Central",2020-08-07,2
"South Central",2020-08-08,2
"South Central",2020-08-09,2
"South Central",2020-08-10,2
"South Central",2020-08-11,2
"South Central",2020-08-12,2
"South Central",2020-08-13,2
"South Central",2020-08-14,2
"South Central",2020-08-15,3
"South Central",2020-08-16,3
"South Central",2020-08-17,3
"South Central",2020-08-18,3
"South Central",2020-08-19,3
"South Central",2020-08-20,3
"South Central",2020-08-21,3
"South Central",2020-08-22,3
"South Central",2020-08-23,3
"South Central",2020-08-24,3
"South Central",2020-08-25,3
"South Central",2020-08-26,4
"South Central",2020-08-27,4
"South Central",2020-08-28,4
"South Central",2020-08-29,4
"South Central",2020-08-30,4
"South Central",2020-08-31,4
"South Central",2020-09-01,4
"South Central",2020-09-02,4
"South Central",2020-09-03,4
"South Central",2020-09-04,4
"South Central",2020-09-05,4
"South Central",2020-09-06,4
"South Central",2020-09-07,4
"South Central",2020-09-08,4
"South Central",2020-09-09,4
"South Central",2020-09-10,4
"South Central",2020-09-11,4
"South Central",2020-09-12,4
"South Central",2020-09-13,4
"South Central",2020-09-14,4
"South Central",2020-09-15,4
"South Central",2020-09-16,4
"South Central",2020-09-17,4
"South Central",2020-09-18,4
"South Central",2020-09-19,4
"South Central",2020-09-20,4
"South Central",2020-09-21,4
"South Central",2020-09-22,4
"South Central",2020-09-23,4
"South Central",2020-09-24,4
"South Central",2020-09-25,4
"South Central",2020-09-26,4
"South Central",2020-09-27,4
"South Central",2020-09-28,4
"South Central",2020-09-29,4
"South Central",2020-09-30,4
"South Central",2020-10-01,4
"South Central",2020-10-02,4
"South Central",2020-10-03,4
"South Central",2020-10-04,4
"South Central",2020-10-05,4
"South Central",2020-10-06,4
"South Central",2020-10-07,4
"South Central",2020-10-08,4
"South Central",2020-10-09,4
"South Central",2020-10-10,4
"South Central",2020-10-11,4
"South Central",2020-10-12,4
"South Central",2020-10-13,4
"South Central",2020-10-14,4
"South Central",2020-10-15,4
"South Central",2020-10-16,4
"South Central",2020-10-17,4
"South Central",2020-10-18,4
"South Central",2020-10-19,4
"South Central",2020-10-20,4
"South Central",2020-10-21,4
"South Central",2020-10-22,4
"South Central",2020-10-23,4
"South Central",2020-10-24,4
"South Central",2020-10-25,4
"South Central",2020-10-26,4
"South Central",2020-10-27,4
"South Central",2020-10-28,4
"South Central",2020-10-29,4
"South Central",2020-10-30,4
"South Central",2020-10-31,4
"South Central",2020-11-01,4
"South Central",2020-11-02,4
"South Central",2020-11-03,4
"South Central",2020-11-04,4
"South Central",2020-11-05,4
"South Central",2020-11-06,4
"South Central",2020-11-07,4
"South Central",2020-11-08,4
"South Central",2020-11-09,4
"South Central",2020-11-10,4
"South Central",2020-11-11,4
"South Central",2020-11-12,4
"South Central",2020-11-13,4
"South Central",2020-11-14,4
"South Central",2020-11-15,4
"South Central",2020-11-16,4
"South Central",2020-11-17,4
"South Central",2020-11-18,4
"South Central",2020-11-19,4
"South Central",2020-11-20,4
"South Central",2020-11-21,4
"South Central",2020-11-22,4
"South Central",2020-11-23,4
"South Central",2020-11-24,4
"South Central",2020-11-25,4
"South Central",2020-11-26,4
"South Central",2020-11-27,5
"South Central",2020-11-28,5
"South Central",2020-11-29,5
"South Central",2020-11-30,6
"South Central",2020-12-01,6
"South Central",2020-12-02,6
"South Central",2020-12-03,7
"South Central",2020-12-04,7
"South Central",2020-12-05,7
"South Central",2020-12-06,7
"South Central",2020-12-07,7
"South Central",2020-12-08,7
"South Central",2020-12-09,7
"South Central",2020-12-10,8
"South Central",2020-12-11,8
"South Central",2020-12-12,8
"South Central",2020-12-13,8
"South Central",2020-12-14,8
"South Central",2020-12-15,8
"South Central",2020-12-16,8
"South Central",2020-12-17,8
"South Central",2020-12-18,8
"South Central",2020-12-19,9
"South Central",2020-12-20,9
"South Central",2020-12-21,9
"South Central",2020-12-22,9
"South Central",2020-12-23,9
"South Central",2020-12-24,9
"South Central",2020-12-25,9
"South Central",2020-12-26,9
"South Central",2020-12-27,9
"South Central",2020-12-28,9
"South Central",2020-12-29,9
"South Central",2020-12-30,9
"South Central",2020-12-31,9
"South Central",2021-01-01,9
"South Central",2021-01-02,9
"South Central",2021-01-03,9
"South Central",2021-01-04,9
"South Central",2021-01-05,9
"South Central",2021-01-06,9
"South Central",2021-01-07,9
"South Central",2021-01-08,9
"South Central",2021-01-09,9
"South Central",2021-01-10,9
"South Central",2021-01-11,10
"South Central",2021-01-12,10
"South Central",2021-01-13,10
"South Central",2021-01-14,10
"South Central",2021-01-15,10
"South Central",2021-01-16,10
"South Central",2021-01-17,10
"South Central",2021-01-18,10
"South Central",2021-01-19,10
"South Central",2021-01-20,10
"South Central",2021-01-21,10
"South Central",2021-01-22,10
"South Central",2021-01-23,10
"South Central",2021-01-24,10
"South Central",2021-01-25,10
"South Central",2021-01-26,10
"South Central",2021-01-27,10
"South Central",2021-01-28,10
"South Central",2021-01-29,10
"South Central",2021-01-30,10
"South Central",2021-01-31,10
"South Central",2021-02-01,10
"South Central",2021-02-02,10
"South Central",2021-02-03,10
"South Central",2021-02-04,11
"South Central",2021-02-05,11
"South Central",2021-02-06,11
"South Central",2021-02-07,11
"South Central",2021-02-08,11
"South Central",2021-02-09,11
"South Central",2021-02-10,11
"South Central",2021-02-11,11
"South Central",2021-02-12,11
"South Central",2021-02-13,11
"South Central",2021-02-14,11
"South Central",2021-02-15,11
"South Central",2021-02-16,11
"South Central",2021-02-17,11
"South Central",2021-02-18,11
"South Central",2021-02-19,12
"South Central",2021-02-20,12
"South Central",2021-02-21,13
"South Central",2021-02-22,13
"South Central",2021-02-23,13
"South Central",2021-02-24,13
"South Central",2021-02-25,13
"South Central",2021-02-26,13
"South Central",2021-02-27,13
"South Central",2021-02-28,13
"South Central",2021-03-01,13
"South Central",2021-03-02,13
"South Central",2021-03-03,13
"South Central",2021-03-04,13
"South Central",2021-03-05,13
"South Central",2021-03-06,13
"South Central",2021-03-07,13
"South Central",2021-03-08,13
"South Central",2021-03-09,13
"South Central",2021-03-10,13
"South Central",2021-03-11,13
"South Central",2021-03-12,14
"South Central",2021-03-13,14
"South Central",2021-03-14,14
"South Central",2021-03-15,14
"South Central",2021-03-16,14
"South Central",2021-03-17,14
"South Central",2021-03-18,14
"South Central",2021-03-19,14
"South Central",2021-03-20,14
"South Central",2021-03-21,14
"South Central",2021-03-22,14
"South Central",2021-03-23,15
"South Central",2021-03-24,15
"South Central",2021-03-25,15
"South Central",2021-03-26,15
"South Central",2021-03-27,15
"South Central",2021-03-28,15
"South Central",2021-03-29,15
"South Central",2021-03-30,15
"South Central",2021-03-31,15
"South Central",2021-04-01,15
"South Central",2021-04-02,15
"South Central",2021-04-03,15
"South Central",2021-04-04,15
"South Central",2021-04-05,15
"South Central",2021-04-06,15
"South Central",2021-04-07,15
"South Central",2021-04-08,15
"South Central",2021-04-09,15
"South Central",2021-04-10,15
"South Central",2021-04-11,15
"South Central",2021-04-12,15
"South Central",2021-04-13,15
"South Central",2021-04-14,15
"South Central",2021-04-15,15
"South Central",2021-04-16,15
"South Central",2021-04-17,15
"South Central",2021-04-18,15
"South Central",2021-04-19,15
"South Central",2021-04-20,15
"South Central",2021-04-21,15
"South Central",2021-04-22,16
"South Central",2021-04-23,16
"South Central",2021-04-24,16
"South Central",2021-04-25,16
"South Central",2021-04-26,16
"South Central",2021-04-27,16
"South Central",2021-04-28,16
"South Central",2021-04-29,16
"South Central",2021-04-30,17
"South Central",2021-05-01,17
"South Central",2021-05-02,17
"South Central",2021-05-03,17
"South Central",2021-05-04,17
"South Central",2021-05-05,17
"South Central",2021-05-06,17
"South Central",2021-05-07,17
"South Central",2021-05-08,17
"South Central",2021-05-09,17
"South Central",2021-05-10,17
"South Central",2021-05-11,18
"South Central",2021-05-12,18
"South Central",2021-05-13,18
"South Central",2021-05-14,19
"South Central",2021-05-15,19
"South Central",2021-05-16,19
"South Central",2021-05-17,20
"South Central",2021-05-18,20
"South Central",2021-05-19,20
"South Central",2021-05-20,20
"South Central",2021-05-21,20
"South Central",2021-05-22,22
"South Central",2021-05-23,22
"South Central",2021-05-24,22
"South Central",2021-05-25,22
"South Central",2021-05-26,22
"South Central",2021-05-27,22
"South Central",2021-05-28,22
"South Central",2021-05-29,22
"South Central",2021-05-30,22
"South Central",2021-05-31,22
"South Central",2021-06-01,22
"South Central",2021-06-02,22
"South Central",2021-06-03,23
"South Central",2021-06-04,23
"South Central",2021-06-05,23
"South Central",2021-06-06,23
"South Central",2021-06-07,23
"South Central",2021-06-08,23
"South Central",2021-06-09,23
"South Central",2021-06-10,23
"South Central",2021-06-11,23
"South Central",2021-06-12,23
"South Central",2021-06-13,23
"South Central",2021-06-14,23
"South Central",2021-06-15,23
"South Central",2021-06-16,23
"South Central",2021-06-17,23
"South Central",2021-06-18,23
"South Central",2021-06-19,23
"South Central",2021-06-20,23
"South Central",2021-06-21,23
"South Central",2021-06-22,23
"South Central",2021-06-23,23
"South Central",2021-06-24,23
"South Central",2021-06-25,23
"South Central",2021-06-26,23
"South Central",2021-06-27,23
"South Central",2021-06-28,23
"South Central",2021-06-29,23
"South Central",2021-06-30,23
"South Central",2021-07-01,23
"South Central",2021-07-02,23
"South Central",2021-07-03,23
"South Central",2021-07-04,23
"South Central",2021-07-05,23
"South Central",2021-07-06,23
"South Central",2021-07-07,23
"South Central",2021-07-08,23
"South Central",2021-07-09,23
"South Central",2021-07-10,23
"South Central",2021-07-11,23
"South Central",2021-07-12,23
"South Central",2021-07-13,23
"South Central",2021-07-14,23
"South Central",2021-07-15,23
"South Central",2021-07-16,23
"South Central",2021-07-17,23
"South Central",2021-07-18,23
"South Central",2021-07-19,23
"South Central",2021-07-20,23
"South Central",2021-07-21,23
"South Central",2021-07-22,23
"South Central",2021-07-23,23
"South Central",2021-07-24,23
"South East",2020-08-04,0
"South East",2020-08-05,0
"South East",2020-08-06,0
"South East",2020-08-07,0
"South East",2020-08-08,0
"South East",2020-08-09,0
"South East",2020-08-10,0
"South East",2020-08-11,0
"South East",2020-08-12,0
"South East",2020-08-13,0
"South East",2020-08-14,0
"South East",2020-08-15,0
"South East",2020-08-16,0
"South East",2020-08-17,0
"South East",2020-08-18,0
"South East",2020-08-19,0
"South East",2020-08-20,0
"South East",2020-08-21,0
"South East",2020-08-22,0
"South East",2020-08-23,0
"South East",2020-08-24,0
"South East",2020-08-25,0
"South East",2020-08-26,0
"South East",2020-08-27,0
"South East",2020-08-28,0
"South East",2020-08-29,0
"South East",2020-08-30,0
"South East",2020-08-31,0
"South East",2020-09-01,0
"South East",2020-09-02,0
"South East",2020-09-03,0
"South East",2020-09-04,0
"South East",2020-09-05,0
"South East",2020-09-06,0
"South East",2020-09-07,0
"South East",2020-09-08,0
"South East",2020-09-09,0
"South East",2020-09-10,0
"South East",2020-09-11,0
"South East",2020-09-12,0
"South East",2020-09-13,0
"South East",2020-09-14,0
"South East",2020-09-15,0
"South East",2020-09-16,0
"South East",2020-09-17,0
"South East",2020-09-18,0
"South East",2020-09-19,0
"South East",2020-09-20,0
"South East",2020-09-21,0
"South East",2020-09-22,0
"South East",2020-09-23,0
"South East",2020-09-24,0
"South East",2020-09-25,0
"South East",2020-09-26,0
"South East",2020-09-27,0
"South East",2020-09-28,0
"South East",2020-09-29,0
"South East",2020-09-30,0
"South East",2020-10-01,0
"South East",2020-10-02,0
"South East",2020-10-03,0
"South East",2020-10-04,0
"South East",2020-10-05,0
"South East",2020-10-06,0
"South East",2020-10-07,0
"South East",2020-10-08,0
"South East",2020-10-09,0
"South East",2020-10-10,0
"South East",2020-10-11,0
"South East",2020-10-12,0
"South East",2020-10-13,0
"South East",2020-10-14,0
"South East",2020-10-15,0
"South East",2020-10-16,0
"South East",2020-10-17,0
"South East",2020-10-18,0
"South East",2020-10-19,0
"South East",2020-10-20,0
"South East",2020-10-21,0
"South East",2020-10-22,0
"South East",2020-10-23,0
"South East",2020-10-24,0
"South East",2020-10-25,0
"South East",2020-10-26,0
"South East",2020-10-27,0
"South East",2020-10-28,0
"South East",2020-10-29,0
"South East",2020-10-30,0
"South East",2020-10-31,0
"South East",2020-11-01,0
"South East",2020-11-02,0
"South East",2020-11-03,0
"South East",2020-11-04,0
"South East",2020-11-05,0
"South East",2020-11-06,0
"South East",2020-11-07,0
"South East",2020-11-08,0
"South East",2020-11-09,0
"South East",2020-11-10,0
"South East",2020-11-11,0
"South East",2020-11-12,0
"South East",2020-11-13,0
"South East",2020-11-14,0
"South East",2020-11-15,0
"South East",2020-11-16,0
"South East",2020-11-17,0
"South East",2020-11-18,0
"South East",2020-11-19,0
"South East",2020-11-20,0
"South East",2020-11-21,0
"South East",2020-11-22,0
"South East",2020-11-23,0
"South East",2020-11-24,0
"South East",2020-11-25,0
"South East",2020-11-26,0
"South East",2020-11-27,1
"South East",2020-11-28,1
"South East",2020-11-29,1
"South East",2020-11-30,2
"South East",2020-12-01,3
"South East",2020-12-02,3
"South East",2020-12-03,3
"South East",2020-12-04,4
"South East",2020-12-05,4
"South East",2020-12-06,6
"South East",2020-12-07,6
"South East",2020-12-08,7
"South East",2020-12-09,7
"South East",2020-12-10,7
"South East",2020-12-11,7
"South East",2020-12-12,9
"South East",2020-12-13,9
"South East",2020-12-14,9
"South East",2020-12-15,9
"South East",2020-12-16,9
"South East",2020-12-17,10
"South East",2020-12-18,10
"South East",2020-12-19,10
"South East",2020-12-20,10
"South East",2020-12-21,10
"South East",2020-12-22,10
"South East",2020-12-23,10
"South East",2020-12-24,10
"South East",2020-12-25,10
"South East",2020-12-26,10
"South East",2020-12-27,10
"South East",2020-12-28,10
"South East",2020-12-29,10
"South East",2020-12-30,10
"South East",2020-12-31,10
"South East",2021-01-01,10
"South East",2021-01-02,10
"South East",2021-01-03,10
"South East",2021-01-04,10
"South East",2021-01-05,11
"South East",2021-01-06,13
"South East",2021-01-07,13
"South East",2021-01-08,15
"South East",2021-01-09,16
"South East",2021-01-10,16
"South East",2021-01-11,17
"South East",2021-01-12,17
"South East",2021-01-13,17
"South East",2021-01-14,17
"South East",2021-01-15,19
"South East",2021-01-16,19
"South East",2021-01-17,19
"South East",2021-01-18,19
"South East",2021-01-19,21
"South East",2021-01-20,22
"South East",2021-01-21,23
"South East",2021-01-22,23
"South East",2021-01-23,23
"South East",2021-01-24,23
"South East",2021-01-25,23
"South East",2021-01-26,25
"South East",2021-01-27,25
"South East",2021-01-28,25
"South East",2021-01-29,25
"South East",2021-01-30,25
"South East",2021-01-31,26
"South East",2021-02-01,26
"South East",2021-02-02,28
"South East",2021-02-03,30
"South East",2021-02-04,30
"South East",2021-02-05,30
"South East",2021-02-06,31
"South East",2021-02-07,31
"South East",2021-02-08,31
"South East",2021-02-09,32
"South East",2021-02-10,32
"South East",2021-02-11,32
"South East",2021-02-12,32
"South East",2021-02-13,32
"South East",2021-02-14,32
"South East",2021-02-15,32
"South East",2021-02-16,32
"South East",2021-02-17,32
"South East",2021-02-18,32
"South East",2021-02-19,32
"South East",2021-02-20,33
"South East",2021-02-21,33
"South East",2021-02-22,33
"South East",2021-02-23,33
"South East",2021-02-24,33
"South East",2021-02-25,33
"South East",2021-02-26,33
"South East",2021-02-27,34
"South East",2021-02-28,34
"South East",2021-03-01,34
"South East",2021-03-02,34
"South East",2021-03-03,34
"South East",2021-03-04,35
"South East",2021-03-05,35
"South East",2021-03-06,35
"South East",2021-03-07,35
"South East",2021-03-08,35
"South East",2021-03-09,35
"South East",2021-03-10,35
"South East",2021-03-11,35
"South East",2021-03-12,35
"South East",2021-03-13,35
"South East",2021-03-14,35
"South East",2021-03-15,35
"South East",2021-03-16,35
"South East",2021-03-17,35
"South East",2021-03-18,35
"South East",2021-03-19,35
"South East",2021-03-20,35
"South East",2021-03-21,35
"South East",2021-03-22,35
"South East",2021-03-23,35
"South East",2021-03-24,35
"South East",2021-03-25,35
"South East",2021-03-26,35
"South East",2021-03-27,35
"South East",2021-03-28,36
"South East",2021-03-29,36
"South East",2021-03-30,36
"South East",2021-03-31,36
"South East",2021-04-01,36
"South East",2021-04-02,36
"South East",2021-04-03,36
"South East",2021-04-04,37
"South East",2021-04-05,37
"South East",2021-04-06,37
"South East",2021-04-07,37
"South East",2021-04-08,38
"South East",2021-04-09,39
"South East",2021-04-10,39
"South East",2021-04-11,39
"South East",2021-04-12,39
"South East",2021-04-13,39
"South East",2021-04-14,40
"South East",2021-04-15,41
"South East",2021-04-16,42
"South East",2021-04-17,42
"South East",2021-04-18,42
"South East",2021-04-19,42
"South East",2021-04-20,42
"South East",2021-04-21,42
"South East",2021-04-22,42
"South East",2021-04-23,42
"South East",2021-04-24,42
"South East",2021-04-25,42
"South East",2021-04-26,42
"South East",2021-04-27,45
"South East",2021-04-28,45
"South East",2021-04-29,45
"South East",2021-04-30,45
"South East",2021-05-01,45
"South East",2021-05-02,45
"South East",2021-05-03,45
"South East",2021-05-04,45
"South East",2021-05-05,45
"South East",2021-05-06,45
"South East",2021-05-07,45
"South East",2021-05-08,45
"South East",2021-05-09,45
"South East",2021-05-10,45
"South East",2021-05-11,45
"South East",2021-05-12,45
"South East",2021-05-13,45
"South East",2021-05-14,45
"South East",2021-05-15,45
"South East",2021-05-16,45
"South East",2021-05-17,46
"South East",2021-05-18,46
"South East",2021-05-19,46
"South East",2021-05-20,46
"South East",2021-05-21,46
"South East",2021-05-22,46
"South East",2021-05-23,47
"South East",2021-05-24,47
"South East",2021-05-25,47
"South East",2021-05-26,47
"South East",2021-05-27,47
"South East",2021-05-28,47
"South East",2021-05-29,47
"South East",2021-05-30,48
"South East",2021-05-31,48
"South East",2021-06-01,48
"South East",2021-06-02,48
"South East",2021-06-03,47
"South East",2021-06-04,47
"South East",2021-06-05,47
"South East",2021-06-06,47
"South East",2021-06-07,47
"South East",2021-06-08,47
"South East",2021-06-09,47
"South East",2021-06-10,47
"South East",2021-06-11,47
"South East",2021-06-12,47
"South East",2021-06-13,47
"South East",2021-06-14,47
"South East",2021-06-15,48
"South East",2021-06-16,48
"South East",2021-06-17,48
"South East",2021-06-18,48
"South East",2021-06-19,48
"South East",2021-06-20,48
"South East",2021-06-21,48
"South East",2021-06-22,48
"South East",2021-06-23,48
"South East",2021-06-24,48
"South East",2021-06-25,48
"South East",2021-06-26,48
"South East",2021-06-27,48
"South East",2021-06-28,48
"South East",2021-06-29,48
"South East",2021-06-30,48
"South East",2021-07-01,48
"South East",2021-07-02,48
"South East",2021-07-03,48
"South East",2021-07-04,48
"South East",2021-07-05,48
"South East",2021-07-06,48
"South East",2021-07-07,48
"South East",2021-07-08,48
"South East",2021-07-09,48
"South East",2021-07-10,48
"South East",2021-07-11,48
"South East",2021-07-12,48
"South East",2021-07-13,48
"South East",2021-07-14,48
"South East",2021-07-15,48
"South East",2021-07-16,48
"South East",2021-07-17,48
"South East",2021-07-18,48
"South East",2021-07-19,48
"South East",2021-07-20,48
"South East",2021-07-21,48
"South East",2021-07-22,48
"South East",2021-07-23,48
"South East",2021-07-24,48
"South West",2020-08-04,0
"South West",2020-08-05,0
"South West",2020-08-06,0
"South West",2020-08-07,1
"South West",2020-08-08,1
"South West",2020-08-09,1
"South West",2020-08-10,1
"South West",2020-08-11,1
"South West",2020-08-12,1
"South West",2020-08-13,1
"South West",2020-08-14,1
"South West",2020-08-15,1
"South West",2020-08-16,1
"South West",2020-08-17,1
"South West",2020-08-18,1
"South West",2020-08-19,1
"South West",2020-08-20,1
"South West",2020-08-21,1
"South West",2020-08-22,1
"South West",2020-08-23,1
"South West",2020-08-24,1
"South West",2020-08-25,1
"South West",2020-08-26,1
"South West",2020-08-27,1
"South West",2020-08-28,1
"South West",2020-08-29,1
"South West",2020-08-30,1
"South West",2020-08-31,1
"South West",2020-09-01,1
"South West",2020-09-02,1
"South West",2020-09-03,1
"South West",2020-09-04,1
"South West",2020-09-05,1
"South West",2020-09-06,1
"South West",2020-09-07,1
"South West",2020-09-08,1
"South West",2020-09-09,1
"South West",2020-09-10,1
"South West",2020-09-11,1
"South West",2020-09-12,1
"South West",2020-09-13,1
"South West",2020-09-14,1
"South West",2020-09-15,1
"South West",2020-09-16,1
"South West",2020-09-17,1
"South West",2020-09-18,1
"South West",2020-09-19,1
"South West",2020-09-20,1
"South West",2020-09-21,1
"South West",2020-09-22,1
"South West",2020-09-23,1
"South West",2020-09-24,1
"South West",2020-09-25,1
"South West",2020-09-26,1
"South West",2020-09-27,1
"South West",2020-09-28,1
"South West",2020-09-29,1
